ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2664938-20191021,2664938,416351,4,SIREN RETAIL CORPORATION,STARBUCKS RESERVE ROASTERY CHICAGO,646 N MICHIGAN AVE 1-5,CHICAGO,IL,60611,42,22,18,1050,Public Place of Amusement,2664938,ISSUE,05/03/2019,07/09/2019,07/09/2019,Y,10/21/2019,11/15/2021,10/21/2019,10/21/2019,AAI,,,41.893973347,-87.624381519,"(41.89397334746711, -87.62438151862536)"
2233275-20130517,2233275,350403,1,"EURO STAR CAFE, INC.",ABRAM GALE,2366-2370 N NEVA AVE,CHICAGO,IL,60707,29,2,25,1050,Public Place of Amusement,2233275,ISSUE,02/21/2013,03/28/2013,03/28/2013,N,05/17/2013,05/15/2015,05/17/2013,05/17/2013,AAI,,,41.923010423,-87.804536423,"(41.923010423191435, -87.80453642340093)"
2340300-20170116,2500288,391178,1,"CHEZ, LLC",CHEZ,247 E ONTARIO ST 2ND,CHICAGO,IL,60611,2,41,18,1050,Public Place of Amusement,2340300,RENEW,,11/15/2016,12/06/2016,N,01/16/2017,01/15/2019,01/10/2017,01/11/2017,AAI,,,41.893272303,-87.621468796,"(41.8932723034826, -87.62146879561675)"
2026948-20240416,2953274,62792,4,PETER'S ONE TWO THREE LOUNGE I,STEREO NIGHT CLUB,5616-5622 W DIVERSEY AVE 1ST,CHICAGO,IL,60639,31,15,25,1050,Public Place of Amusement,2026948,RENEW,,02/15/2024,03/31/2024,N,04/16/2024,04/15/2026,04/17/2024,04/18/2024,AAI,,,41.931374092,-87.767038557,"(41.931374091845875, -87.76703855660186)"
1143690-20240216,2945099,215039,1,"157 ONTARIO, INC.",Fame / Lore Chicago,157 W ONTARIO ST 1-2,CHICAGO,IL,60654,42,39,18,1050,Public Place of Amusement,1143690,RENEW,,12/15/2023,02/14/2024,N,02/16/2024,02/15/2026,02/14/2024,02/15/2024,AAI,,,41.89308814,-87.633416552,"(41.893088139940794, -87.63341655218103)"
30739-20150916,2413689,53580,1,"P.N.L., INC.",The Getaway Bar,4530 N LINCOLN AVE 1ST,CHICAGO,IL,60625,47,42,19,1472,Music and Dance,30739,RENEW,,07/15/2015,08/10/2015,N,09/16/2015,09/15/2017,08/10/2015,08/11/2015,AAI,,21,41.963953232,-87.685663325,"(41.96395323202934, -87.68566332514946)"
2031776-20210216,2763108,14298,1,"ROSCOE'S TAVERN, LTD.",ROSCOE'S TAVERN LTD,3354-3356 N HALSTED ST,CHICAGO,IL,60657,44,42,19,1050,Public Place of Amusement,2031776,RENEW,,12/15/2020,04/01/2021,N,02/16/2021,02/15/2023,04/01/2021,04/02/2021,AAI,,17,41.943442912,-87.649517054,"(41.94344291172199, -87.64951705356305)"
1888148-20161016,2486002,326961,1,FONZIES INC.,SILVANA,7030 N CLARK ST 1,CHICAGO,IL,60626,49,3,24,1050,Public Place of Amusement,1888148,RENEW,,08/15/2016,09/23/2016,N,10/16/2016,10/15/2018,10/11/2016,10/12/2016,AAI,,24,42.009939363,-87.674329536,"(42.00993936349173, -87.67432953633713)"
19068-20161216,2493752,28661,1,"KIRCH-LO, INC.",RECLAIMED BAR AND RESTAURANT,3655 N WESTERN AVE 1 1ST,CHICAGO,IL,60618,47,51,19,1472,Music and Dance,19068,RENEW,,10/15/2016,12/15/2016,N,12/16/2016,12/15/2018,12/15/2016,12/15/2016,AAI,,38,41.948345865,-87.688155489,"(41.948345864607994, -87.6881554885054)"
1645368-20230816,2914681,293849,1,"LAS TABLAS ON IRVING, LLC",LAS TABLAS,4920 W IRVING PARK RD,CHICAGO,IL,60641,45,11,16,1050,Public Place of Amusement,1645368,RENEW,,06/15/2023,09/01/2023,N,08/16/2023,08/15/2025,09/01/2023,03/12/2024,AAI,,28,41.953485843,-87.750731728,"(41.95348584271347, -87.75073172757178)"
2008917-20201016,2745473,7318,2,CHECKERBOARD PRODUCTIONS INC,BUDDY GUY'S LEGENDS,700 S WABASH AVE 1 & 2,CHICAGO,IL,60605,4,18,1,1050,Public Place of Amusement,2008917,RENEW,,08/15/2020,10/21/2020,N,10/16/2020,10/15/2022,10/21/2020,04/21/2021,AAI,,,41.873059617,-87.626111588,"(41.87305961703914, -87.62611158755108)"
2088382-20231016,2926623,360853,1,THE POETRY FOUNDATION,THE POETRY FOUNDATION,61 W SUPERIOR ST 1,CHICAGO,IL,60654,42,40,18,1050,Public Place of Amusement,2088382,RENEW,,08/15/2023,08/15/2023,N,10/16/2023,10/15/2025,10/05/2023,10/06/2023,AAI,,,41.895535093,-87.630530102,"(41.895535092823195, -87.63053010212764)"
2542890-20180718,2542890,388019,2,THE LAGUNITAS BREWING COMPANY,LAGUNITAS BREWING COMPANY,1843 S WASHTENAW AVE 1-2,CHICAGO,IL,60608,24,7,10,1050,Public Place of Amusement,2542890,ISSUE,07/06/2017,01/18/2018,01/18/2018,Y,07/18/2018,07/15/2020,07/18/2018,07/18/2018,AAI,,,41.856210522,-87.692985032,"(41.85621052154579, -87.69298503222241)"
2578017-20230416,2893829,394609,2,DHC FOOD & BEVERAGE CORPORATION,HOTEL ZACHARY,3630 N CLARK ST 1-7,CHICAGO,IL,60613,44,32,19,1050,Public Place of Amusement,2578017,RENEW,,02/15/2023,03/30/2023,N,04/16/2023,04/15/2025,06/27/2023,06/28/2023,AAI,,17,41.947965602,-87.657298543,"(41.947965602336375, -87.65729854258726)"
12595-20170916,2543892,6092,1,5062 LINCOLNWOOD INC.,THE ATLANTIC BAR & GRILL,5062 N LINCOLN AVE,CHICAGO,IL,60625,40,36,20,1472,Music and Dance,12595,RENEW,,07/15/2017,08/07/2017,N,09/16/2017,09/15/2019,08/07/2017,08/08/2017,AAI,,21,41.973412393,-87.691817464,"(41.97341239266947, -87.69181746370495)"
12802-20170216,2501988,6126,1,MONSIGNOR MURPHY'S INCORPORATED,MONSIGNOR MURPHY'S,3019 N BROADWAY  1,CHICAGO,IL,60657,44,5,19,1472,Music and Dance,12802,RENEW,,12/15/2016,01/11/2017,N,02/16/2017,02/15/2019,01/11/2017,01/12/2017,AAI,,8,41.93708671,-87.644154318,"(41.93708671022796, -87.6441543182686)"
2492138-20210316,2769963,404550,1,"JALARAM FOODS AND LIQUOR, INC.",BRISTOL DELI & LIQUOR,3084-3086 N MILWAUKEE AVE,CHICAGO,IL,60618,31,25,25,1050,Public Place of Amusement,2492138,RENEW,,01/15/2021,03/01/2021,N,03/16/2021,03/15/2023,03/15/2021,03/16/2021,AAI,,,41.937109113,-87.72082349,"(41.937109112504686, -87.72082349029948)"
2078876-20130816,2267813,334474,2,"REVOLUTION BREWING, LLC",REVOLUTION BREWING,2323 N MILWAUKEE AVE 1 & 2,CHICAGO,IL,60647,1,10,14,1050,Public Place of Amusement,2078876,RENEW,,06/15/2013,07/17/2013,N,08/16/2013,11/15/2015,08/07/2013,08/08/2013,AAI,,,41.923532458,-87.698139564,"(41.92353245816767, -87.69813956418868)"
2289009-20230216,2883718,276728,1,"M 2 DINING, INC.",LARK,3441 N HALSTED ST 1ST,CHICAGO,IL,60657,44,33,19,1050,Public Place of Amusement,2289009,RENEW,,12/15/2022,12/15/2022,N,02/16/2023,02/15/2025,02/02/2023,02/03/2023,AAI,,18,41.944877068,-87.649266788,"(41.94487706754274, -87.64926678806832)"
2419283-20210716,2787312,27349,1,SWEDISH AMERICAN MUSEUM ASSOCIATION OF CHICAGO,SWEDISH AMERICAN MUSEUM,5211 N CLARK ST 1ST,CHICAGO,IL,60640,48,10,20,1050,Public Place of Amusement,2419283,RENEW,,05/15/2021,05/27/2021,N,07/16/2021,07/15/2023,07/14/2021,07/15/2021,AAI,,22,41.976575506,-87.668263644,"(41.9765755063007, -87.66826364409168)"
2027138-20190916,2681044,347348,1,"WELLS HOLDINGS, LLC",BENCHMARK BAR & GRILL,1508-1510 N WELLS ST 1ST AND 2ND FLOORS,CHICAGO,IL,60610,2,42,18,1050,Public Place of Amusement,2027138,RENEW,,07/15/2019,08/14/2019,N,09/16/2019,09/15/2021,09/18/2019,09/27/2019,AAI,,48,41.909474189,-87.634803915,"(41.90947418881767, -87.63480391525263)"
2054133-20131216,2291314,218249,3,NORFLO HOLDING CORPORATION,ROOM FORTY THREE,1041-1043 E 43RD ST 1ST-BSMT,CHICAGO,IL,60653,4,5,2,1050,Public Place of Amusement,2054133,RENEW,,10/15/2013,10/29/2013,N,12/16/2013,01/15/2015,11/07/2013,12/12/2013,AAI,,,41.816778686,-87.600256345,"(41.81677868564627, -87.60025634483348)"
2014309-20231016,2925304,24041,2,"MARK II, LTD.",Mark II Lounge/Red Room Comedy Club,7436-7442 N WESTERN AVE 1ST,CHICAGO,IL,60645,50,4,24,1050,Public Place of Amusement,2014309,RENEW,,08/15/2023,09/25/2023,N,10/16/2023,10/15/2025,09/25/2023,09/26/2023,AAI,,,42.016961013,-87.690347254,"(42.016961012809865, -87.69034725403856)"
1905297-20150416,2381506,63923,1,MEET & POTATOES INC,STANLEY'S RESTAURANT,1970 N LINCOLN AVE  1ST F,CHICAGO,IL,60614,43,24,18,1050,Public Place of Amusement,1905297,RENEW,,02/15/2015,10/09/2015,N,04/16/2015,04/15/2017,04/15/2015,04/15/2015,AAI,,,41.918064746,-87.638661767,"(41.91806474562767, -87.63866176688128)"
1905129-20150316,2374846,159,1,"ANDY'S 11 EAST LOUNGE, LTD.",ANDYS 11 EAST LOUNGE,11 E HUBBARD ST 1ST,CHICAGO,IL,60611,42,55,18,1050,Public Place of Amusement,1905129,RENEW,,01/16/2015,02/11/2015,N,03/16/2015,03/15/2017,03/13/2015,03/16/2015,AAI,,,41.889963868,-87.627506922,"(41.889963868268154, -87.62750692235896)"
2551320-20180616,2592295,309521,7,"FULTON STREET BREWERY, LLC",GOOSE ISLAND BEER CO.,1800 N CLYBOURN AVE,CHICAGO,IL,60614,2,51,18,1050,Public Place of Amusement,2551320,RENEW,,04/15/2018,05/17/2018,N,06/16/2018,10/15/2020,05/22/2018,05/23/2018,AAI,,,41.913683804,-87.653592042,"(41.91368380435663, -87.65359204234194)"
1932880-20130416,2238561,337380,1,LINCOLN HALL LLC,LINCOLN HALL,2424-2426 N LINCOLN AVE 1ST AND 2ND,CHICAGO,IL,60614,43,56,19,1050,Public Place of Amusement,1932880,RENEW,,02/27/2013,04/02/2013,N,04/16/2013,04/15/2015,04/09/2013,04/10/2013,AAI,,35,41.925937922,-87.649664585,"(41.92593792180545, -87.64966458497088)"
2293514-20170916,2547363,376612,1,"353 NORTH CLARK, LLC.",BARRIO / BODEGA,65 W KINZIE ST,CHICAGO,IL,60654,42,32,18,1050,Public Place of Amusement,2293514,RENEW,,07/15/2017,09/14/2017,N,09/16/2017,09/15/2019,09/14/2017,09/14/2017,AAI,,,41.889109128,-87.630540629,"(41.8891091281777, -87.6305406286297)"
2334685-20210416,2774488,390575,1,"DINEAMIC STEAK, LLC",PRIME & PROVISIONS,222 N LA SALLE ST 1&2,CHICAGO,IL,60601,42,9,1,1050,Public Place of Amusement,2334685,RENEW,,02/15/2021,03/05/2021,N,04/16/2021,04/15/2023,04/27/2021,04/28/2021,AAI,,,41.886351604,-87.632613946,"(41.886351604488574, -87.63261394551859)"
35760-20150216,2370007,32932,1,2816 1/2 HALSTED CORP.,HARRIGAN'S,2816 N HALSTED ST 1ST,CHICAGO,IL,60657,44,29,19,1472,Music and Dance,35760,RENEW,,12/15/2014,01/04/2015,N,02/16/2015,02/15/2017,01/04/2015,01/05/2015,AAI,,8,41.933262074,-87.64917834,"(41.93326207377274, -87.64917834017973)"
2363554-20190516,2656355,390996,1,"REVEL BAR GROUP, LLC",Barbie Cafe,324 S RACINE AVE 1,CHICAGO,IL,60607,34,16,12,1050,Public Place of Amusement,2363554,RENEW,,03/15/2019,04/21/2019,N,05/16/2019,07/15/2021,05/17/2019,05/17/2019,AAI,,,41.876981199,-87.65715348,"(41.87698119928152, -87.65715347956382)"
2088698-20191016,2687018,360994,1,"RADISSON CHICAGO MP MANAGEMENT, LLC",RADISSON BLU AQUA,221 N COLUMBUS DR,CHICAGO,IL,60601,42,50,1,1050,Public Place of Amusement,2088698,RENEW,,08/15/2019,09/20/2019,N,10/16/2019,10/15/2021,10/12/2022,10/13/2022,AAI,,,41.886312514,-87.62054177,"(41.88631251428426, -87.62054176987209)"
2529160-20210216,2763216,20800,2,"MAMA LOUKAS, INC.",VINES ON CLARK,3550-3554 N CLARK ST 1,CHICAGO,IL,60657,44,38,19,1050,Public Place of Amusement,2529160,RENEW,,12/15/2020,07/13/2021,N,02/16/2021,02/15/2023,07/13/2021,07/14/2021,AAI,,17,41.946843708,-87.65640059,"(41.94684370762542, -87.65640059044576)"
2550106-20171116,2557584,272423,1,THE PROP THEATER GROUP,PROP THTR,3502-3504 N ELSTON AVE 1,CHICAGO,IL,60618,33,4,17,1050,Public Place of Amusement,2550106,RENEW,,09/15/2017,10/30/2017,N,11/16/2017,11/15/2019,10/30/2017,10/30/2017,AAI,,,41.944787249,-87.706374907,"(41.94478724870374, -87.70637490705921)"
1543207-20191016,2708948,282984,1,CHICAGO BILLIARD ENDEAVORS LIMITED,CHICAGO BILLIARD CAFE,5935 W IRVING PARK RD 1,CHICAGO,IL,60634,38,39,16,1050,Public Place of Amusement,1543207,RENEW,,12/30/2019,12/30/2019,N,10/16/2019,10/15/2021,01/03/2020,01/06/2020,AAI,,,41.952959181,-87.775771387,"(41.952959180728236, -87.7757713874461)"
19005-20240416,2953281,63260,3,DE PAUL UNIVERSITY,DE PAUL UNIVERSITY,60 E BALBO AVE 1ST,CHICAGO,IL,60605,4,49,1,1050,Public Place of Amusement,19005,RENEW,,02/15/2024,03/27/2024,N,04/16/2024,04/15/2026,03/27/2024,04/11/2024,AAI,,,41.873242481,-87.625696001,"(41.873242481484546, -87.62569600104742)"
1621081-20200316,2709654,3746,1,"LINO'S RESTAURANT, INC.",ELECTRIC HOTEL,222 W ONTARIO ST 1,CHICAGO,IL,60654,42,68,18,1050,Public Place of Amusement,1621081,RENEW,,01/15/2020,02/11/2020,N,03/16/2020,03/15/2022,03/05/2020,03/12/2020,AAI,,,41.893283273,-87.635119224,"(41.89328327332552, -87.63511922430564)"
2320362-20201116,2750466,29220,1,RAINBO CLUB INC,RAINBO CLUB INC,1150 N DAMEN AVE,CHICAGO,IL,60622,1,3,12,1050,Public Place of Amusement,2320362,RENEW,,09/15/2020,10/20/2020,N,11/16/2020,11/15/2022,11/12/2020,11/13/2020,AAI,,33,41.902868984,-87.677395215,"(41.90286898429872, -87.67739521542943)"
2359062-20150213,2359062,37843,1,"751 N. CLARK, INC.",Celtic Crossing,751 N CLARK ST 1ST,CHICAGO,IL,60654,42,57,18,1050,Public Place of Amusement,2359062,ISSUE,09/24/2014,12/22/2014,12/22/2014,N,02/13/2015,02/15/2017,02/13/2015,02/13/2015,AAI,,,41.896406651,-87.631094811,"(41.896406651494814, -87.63109481062298)"
2443374-20220216,2824470,278879,2,"BUTTERFLY SOCIAL CLUB, INC.",CLOVER SPORTS BAR,722-724 W GRAND AVE,CHICAGO,IL,60654,27,11,12,1050,Public Place of Amusement,2443374,RENEW,,12/15/2021,02/02/2022,N,02/16/2022,02/15/2024,08/28/2023,08/29/2023,AAI,,,41.891305558,-87.646806628,"(41.89130555785565, -87.64680662847142)"
2563432-20211016,2805998,379307,3,UNEARTHED LLC,THE QUARRY EVENT CENTER / GEODE RESTAURANT,2419-2427 E 75TH ST 1,CHICAGO,IL,60649,7,56,4,1050,Public Place of Amusement,2563432,RENEW,,08/15/2021,10/13/2021,N,10/16/2021,10/15/2023,10/13/2021,10/15/2021,AAI,,49,41.758886518,-87.565657953,"(41.75888651800864, -87.56565795329745)"
2652738-20230716,2910818,456857,1,"3458 NORCLARK RESTAURANT, LLC",HAPPY CAMPER,3458-3460 N CLARK ST 1-2,CHICAGO,IL,60657,44,38,19,1050,Public Place of Amusement,2652738,RENEW,,05/15/2023,07/06/2023,N,07/16/2023,07/15/2025,07/11/2023,07/11/2023,AAI,,17,41.944939583,-87.654864194,"(41.94493958323155, -87.65486419395602)"
1899617-20130316,2228748,355307,1,"ERIE-FRANKLIN HOP HAUS, LLC",CONCRETE COWBOY,646 N FRANKLIN ST,CHICAGO,IL,60654,42,68,18,1050,Public Place of Amusement,1899617,RENEW,,01/17/2013,03/15/2013,N,03/16/2013,03/15/2015,03/15/2013,03/18/2013,AAI,,,41.893782777,-87.635779341,"(41.89378277737744, -87.6357793413821)"
2373543-20200716,2731444,393388,1,2450 N MILWAUKEE RESTAURANT LLC,ESTEREO,2450 N MILWAUKEE AVE 1,CHICAGO,IL,60647,1,30,14,1050,Public Place of Amusement,2373543,RENEW,,05/15/2020,06/11/2020,N,07/16/2020,07/15/2022,07/07/2020,07/08/2020,AAI,,,41.92576419,-87.702246015,"(41.92576418992568, -87.70224601480747)"
27299-20150216,2369612,11281,1,"SOUTHPORT LANES, INCOPORATED",SOUTHPORT LANES INC,3325 N SOUTHPORT AVE 1ST,CHICAGO,IL,60657,44,9,19,1050,Public Place of Amusement,27299,RENEW,,12/15/2014,02/03/2015,N,02/16/2015,02/15/2017,02/03/2015,02/04/2015,AAI,,27,41.942397854,-87.663741169,"(41.94239785430419, -87.6637411691924)"
34309-20230716,2907658,32563,1,THE UNIVERSITY OF CHICAGO CLOISTERS CLUB,UNIVERSITY OF CHICAGO CLOISTERS CLUB,1212 E 59TH ST  1,CHICAGO,IL,60637,5,41,2,1472,Music and Dance,34309,RENEW,,05/15/2023,06/15/2023,N,07/16/2023,07/15/2025,06/15/2023,06/16/2023,AAI,,,41.787921484,-87.595806262,"(41.78792148410527, -87.59580626241898)"
2550096-20200216,2705067,27095,1,THE RUTH PAGE FOUNDATION,THE RUTH PAGE FOUNDATION,1016 N DEARBORN ST 1,CHICAGO,IL,60610,2,20,18,1050,Public Place of Amusement,2550096,RENEW,,12/15/2019,02/18/2020,N,02/16/2020,02/15/2022,03/18/2020,03/18/2020,AAI,,,41.901124441,-87.630052365,"(41.90112444126071, -87.63005236504547)"
2556132-20180105,2556132,401856,1,"CPP ENTERPRISES II, INC.",DANNY'S PIZZA PLACE,6021 S ARCHER AVE 1,CHICAGO,IL,60638,23,54,8,1050,Public Place of Amusement,2556132,ISSUE,09/14/2017,11/07/2017,11/07/2017,N,01/05/2018,01/15/2020,01/05/2018,01/05/2018,AAI,,,41.794849958,-87.767280356,"(41.794849958047614, -87.76728035628865)"
2397593-20151110,2397593,346147,1,ZERO DEGREES KARAOKE BAR LLC,ZERO DEGREES KARAOKE BAR LLC,445-453 W 24TH ST 2ND 1,CHICAGO,IL,60616,11,37,9,1050,Public Place of Amusement,2397593,ISSUE,04/23/2015,07/31/2015,07/31/2015,N,11/10/2015,11/15/2017,11/10/2015,11/10/2015,AAI,,,41.848958266,-87.638514086,"(41.848958266062155, -87.63851408560235)"
2042355-20170616,2524164,11401,1,POLISH HIGHLANDERS ALLIANCE IN AMERICA,POLISH HIGHLANDERS ALLIANCE,4800-4808 S ARCHER AVE,CHICAGO,IL,60632,14,13,8,1050,Public Place of Amusement,2042355,RENEW,,04/15/2017,05/18/2017,N,06/16/2017,06/15/2019,05/30/2017,05/31/2017,AAI,,39,41.806294212,-87.717192119,"(41.806294211793634, -87.71719211924801)"
2928920-20231218,2928920,324237,1,"SUPERIOR CLUB, INC.",B'Z SPORTS BAR & GRILL,12001-12003 S HALSTED ST 1,CHICAGO,IL,60628,21,31,5,1050,Public Place of Amusement,2928920,ISSUE,08/16/2023,08/16/2023,08/17/2023,N,12/18/2023,01/15/2026,12/18/2023,12/18/2023,AAI,,,41.675902066,-87.641698046,"(41.67590206604794, -87.64169804628186)"
11035-20190216,2637536,5152,2,"NINE-FIFTY, LTD.",KINCADE'S,952 W ARMITAGE AVE LOWER #,CHICAGO,IL,60614,43,11,18,1050,Public Place of Amusement,11035,RENEW,,12/15/2018,01/09/2019,N,02/16/2019,07/15/2021,01/17/2019,01/18/2019,AAI,,,41.918219763,-87.653057449,"(41.91821976334081, -87.65305744895191)"
2550167-20170804,2550167,336562,1,STEEP THEATRE COMPANY,STEEP THEATRE COMPANY,1113 W BERWYN AVE 1,CHICAGO,IL,60640,48,12,20,1050,Public Place of Amusement,2550167,ISSUE,,,,N,08/04/2017,07/15/2019,08/04/2017,08/04/2017,AAI,,26,41.978058366,-87.658446507,"(41.978058366471494, -87.6584465066146)"
63185-20200916,2739698,62544,20,HYATT CORPORATION,HYATT REGENCY MCCORMICK PLACE HOTEL,2233 S DR MARTIN LUTHER KING JR DR,CHICAGO,IL,60616,4,6,1,1050,Public Place of Amusement,63185,RENEW,,07/15/2020,05/18/2021,N,09/16/2020,09/15/2022,05/18/2021,09/17/2021,AAI,,,41.852075574,-87.618850804,"(41.852075574499366, -87.61885080391755)"
2677681-20200113,2677681,460350,1,"DMK HH, LLC",HAYDEN HALL CHICAGO,333 S WABASH AVE 1-2,CHICAGO,IL,60604,34,33,1,1050,Public Place of Amusement,2677681,ISSUE,06/28/2019,10/22/2019,10/22/2019,Y,01/13/2020,01/15/2022,01/13/2020,01/13/2020,AAI,,,41.877450405,-87.625921976,"(41.87745040460004, -87.62592197642603)"
2019-20181116,2623079,397,1,"1555 CLUB, INC.",WEEDS TAVERN,1555 N DAYTON ST,CHICAGO,IL,60642,2,12,18,1472,Music and Dance,2019,RENEW,,09/15/2018,10/19/2018,N,11/16/2018,11/15/2020,10/19/2018,10/22/2018,AAI,,,41.910246721,-87.649336643,"(41.91024672079616, -87.64933664327036)"
2663969-20211216,2816748,457487,1,"TAKITO STREET LINCOLN PARK, LLC",TAKITO STREET,2421-2423 N LINCOLN AVE 1,CHICAGO,IL,60614,43,16,19,1050,Public Place of Amusement,2663969,RENEW,,10/15/2021,12/06/2021,N,12/16/2021,12/15/2023,10/20/2022,10/21/2022,AAI,,35,41.925996902,-87.649322373,"(41.92599690208159, -87.64932237272059)"
2084737-20140316,2306566,283671,2,401 NORTH WABASH VENTURE LLC,TRUMP INTERNATIONAL HOTEL,401 N WABASH AVE 1-89,CHICAGO,IL,60611,42,55,18,1050,Public Place of Amusement,2084737,RENEW,,01/15/2014,06/10/2014,N,03/16/2014,03/15/2016,06/10/2014,07/14/2014,AAI,,,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
1739874-20181116,2624123,242853,1,1575 NORTH  MILWAUKEE AVENUE CORP.,DEBONAIR SOCIAL CLUB,1575 N MILWAUKEE AVE 1ST AND BSMT,CHICAGO,IL,60622,1,8,14,1050,Public Place of Amusement,1739874,RENEW,,09/15/2018,11/15/2018,N,11/16/2018,07/15/2021,11/15/2018,04/04/2019,AAI,,33,41.910216184,-87.676984453,"(41.91021618406442, -87.67698445293294)"
2359996-20220416,2831865,8970,141,"COMPASS GROUP USA, INC.",R29 AT THE FRANKLIN,227 W MONROE ST 29,CHICAGO,IL,60606,42,49,1,1050,Public Place of Amusement,2359996,RENEW,,02/15/2022,04/06/2022,N,04/16/2022,04/15/2024,04/21/2022,04/22/2022,AAI,,,41.88053925,-87.634592464,"(41.88053924995021, -87.63459246351388)"
2609814-20190208,2609814,429234,1,"LUCKY STRIKE ADDISON CLARK, LLC",LUCKY STRIKE,1027 W ADDISON ST  A201,CHICAGO,IL,60613,44,38,19,1050,Public Place of Amusement,2609814,ISSUE,07/13/2018,09/06/2018,09/06/2018,N,02/08/2019,07/15/2021,02/08/2019,02/08/2019,AAI,,17,41.947116537,-87.655459873,"(41.94711653707501, -87.65545987326549)"
2771485-20230416,2894854,471615,1,HACIENDA D' SUAREZ LLC,HACIENDA D' SUAREZ,3466-3470 N CLARK ST,CHICAGO,IL,60657,44,38,19,1050,Public Place of Amusement,2771485,RENEW,,02/15/2023,03/21/2023,N,04/16/2023,12/15/2024,04/14/2023,02/20/2024,AAI,,17,41.945159767,-87.655042186,"(41.9451597671042, -87.65504218631185)"
1578338-20140216,2301437,288390,1,ERIE & FRANKLIN CORP.,Blum Restaurant and Bar,316-318 W ERIE ST 1 AND MEZZ,CHICAGO,IL,60654,42,68,18,1050,Public Place of Amusement,1578338,RENEW,,12/15/2013,01/16/2014,N,02/16/2014,02/15/2016,01/16/2014,01/17/2014,AAI,,,41.894068923,-87.636417445,"(41.89406892311773, -87.63641744461067)"
39193-20240116,2940664,15782,1,THE MAYFIELD INC,THE MAYFIELD  INC,6072 S ARCHER AVE  GROUN,CHICAGO,IL,60638,23,42,8,1050,Public Place of Amusement,39193,RENEW,,11/15/2023,01/16/2024,N,01/16/2024,01/15/2026,01/16/2024,01/17/2024,AAI,,,41.794753157,-87.769376623,"(41.7947531566514, -87.76937662292175)"
2608294-20220216,2824120,85721,1,"632 N. DEARBORN OPERATIONS, LLC",TAO CHICAGO,632 N DEARBORN ST LL & 1,CHICAGO,IL,60654,42,39,18,1050,Public Place of Amusement,2608294,RENEW,,12/15/2021,02/22/2022,N,02/16/2022,02/15/2024,02/04/2022,02/07/2022,AAI,,,41.893359354,-87.629845147,"(41.89335935419248, -87.62984514678733)"
2341100-20200216,2705478,203965,6,CORK CITY PRODUCTIONS LLC,THE GREEN DOOR TAVERN / THE DRIFTER,676-678 N ORLEANS ST LL & 1,CHICAGO,IL,60654,42,15,18,1050,Public Place of Amusement,2341100,RENEW,,12/15/2019,01/27/2020,N,02/16/2020,02/15/2022,01/27/2020,01/28/2020,AAI,,,41.894637025,-87.637268634,"(41.89463702451064, -87.63726863440331)"
2501222-20200116,2703018,411863,1,"SURGE BILLIARDS, INC.",SURGE BILLIARDS,3241 W MONTROSE AVE,CHICAGO,IL,60618,33,20,17,1050,Public Place of Amusement,2501222,RENEW,,11/15/2019,12/13/2019,N,01/16/2020,12/15/2021,01/06/2020,01/07/2020,AAI,,60,41.961059135,-87.709867963,"(41.961059135039115, -87.70986796343979)"
2027138-20180816,2605150,347348,1,"WELLS HOLDINGS, LLC",BENCHMARK BAR & GRILL,1508-1510 N WELLS ST 1ST AND 2ND FLOORS,CHICAGO,IL,60610,2,42,18,1050,Public Place of Amusement,2027138,RENEW,,06/15/2018,07/19/2018,N,08/16/2018,09/15/2019,07/23/2018,07/23/2018,AAI,,48,41.909474189,-87.634803915,"(41.90947418881767, -87.63480391525263)"
2185067-20200516,2719936,63548,6,"WASHINGTON SQUARE LIQUORS, INC.",BOSS BAR,418-420 N CLARK ST 1ST,CHICAGO,IL,60654,42,32,18,1050,Public Place of Amusement,2185067,RENEW,,03/15/2020,04/09/2020,N,05/16/2020,05/15/2022,05/08/2020,05/08/2020,AAI,,,41.889904879,-87.63122455,"(41.889904879439435, -87.63122454993453)"
2896196-20230428,2896196,494737,1,"BODEGA CHICAGO, LLC",BODEGA TAQUERIA Y TEQUILA,912 W RANDOLPH ST,CHICAGO,IL,60607,27,45,12,1050,Public Place of Amusement,2896196,ISSUE,03/08/2023,03/08/2023,03/08/2023,Y,04/28/2023,05/15/2025,04/28/2023,04/28/2023,AAI,,,41.884467061,-87.650358974,"(41.88446706149669, -87.65035897352323)"
